open_datetime,open,high,low,close
2023-02-26 09:00:00,0.0878,0.0882,0.0878,0.0881
2023-02-26 10:00:00,0.0882,0.0883,0.0878,0.0883
2023-02-26 11:00:00,0.0883,0.0884,0.0879,0.0883
2023-02-26 12:00:00,0.0882,0.0883,0.0877,0.0877
2023-02-26 13:00:00,0.0878,0.0878,0.0875,0.0878
2023-02-26 14:00:00,0.0878,0.0882,0.0877,0.0879
2023-02-26 15:00:00,0.0879,0.0881,0.0877,0.088
2023-02-26 16:00:00,0.088,0.0881,0.0872,0.0872
2023-02-26 17:00:00,0.0873,0.0876,0.0871,0.0875
2023-02-26 18:00:00,0.0876,0.0885,0.0875,0.0885
2023-02-26 19:00:00,0.0885,0.0887,0.0881,0.0887
2023-02-26 20:00:00,0.0887,0.0891,0.0885,0.089
2023-02-26 21:00:00,0.0889,0.089,0.0886,0.0887
2023-02-26 22:00:00,0.0886,0.0888,0.0878,0.0882
2023-02-26 23:00:00,0.0883,0.0891,0.0882,0.089
2023-02-27 00:00:00,0.089,0.0891,0.0887,0.0889
2023-02-27 01:00:00,0.089,0.0892,0.0887,0.0892
2023-02-27 02:00:00,0.0891,0.0893,0.0889,0.089
2023-02-27 03:00:00,0.0891,0.0892,0.0887,0.0889
2023-02-27 04:00:00,0.0889,0.0891,0.0884,0.0885
2023-02-27 05:00:00,0.0884,0.0886,0.0879,0.0881
2023-02-27 06:00:00,0.088,0.0883,0.0879,0.0882
2023-02-27 07:00:00,0.0882,0.0883,0.0879,0.088
2023-02-27 08:00:00,0.088,0.0881,0.0874,0.0875
2023-02-27 09:00:00,0.0874,0.0878,0.0872,0.0877
2023-02-27 10:00:00,0.0877,0.0878,0.0872,0.0874
2023-02-27 11:00:00,0.0874,0.0877,0.0873,0.0875
2023-02-27 12:00:00,0.0875,0.0876,0.0873,0.0874
2023-02-27 13:00:00,0.0874,0.0893,0.0874,0.0893
2023-02-27 14:00:00,0.0893,0.0895,0.0888,0.089
2023-02-27 15:00:00,0.089,0.0893,0.0879,0.0885
2023-02-27 16:00:00,0.0885,0.0888,0.0878,0.0882
2023-02-27 17:00:00,0.0882,0.0887,0.0878,0.0885
2023-02-27 18:00:00,0.0885,0.0887,0.087,0.0877
2023-02-27 19:00:00,0.0878,0.0881,0.0875,0.088
2023-02-27 20:00:00,0.0879,0.088,0.0876,0.088
2023-02-27 21:00:00,0.088,0.0883,0.0878,0.0882
2023-02-27 22:00:00,0.0882,0.0885,0.0881,0.0883
2023-02-27 23:00:00,0.0884,0.0885,0.0882,0.0883
2023-02-28 00:00:00,0.0883,0.0886,0.0878,0.0881
2023-02-28 01:00:00,0.088,0.0882,0.0875,0.0877
2023-02-28 02:00:00,0.0878,0.0878,0.0872,0.0873
2023-02-28 03:00:00,0.0875,0.0878,0.0873,0.0876
2023-02-28 04:00:00,0.0876,0.0877,0.0872,0.0873
2023-02-28 05:00:00,0.0873,0.0878,0.0872,0.0874
2023-02-28 06:00:00,0.0875,0.0876,0.0872,0.0873
2023-02-28 07:00:00,0.0873,0.0874,0.0871,0.0873
2023-02-28 08:00:00,0.0873,0.0873,0.0868,0.0872
