open_datetime,open,high,low,close
2023-02-26 09:00:00,0.0272,0.02741,0.02719,0.02738
2023-02-26 10:00:00,0.02738,0.02754,0.0273,0.02746
2023-02-26 11:00:00,0.02746,0.02773,0.02738,0.02772
2023-02-26 12:00:00,0.0277,0.02771,0.02733,0.02736
2023-02-26 13:00:00,0.02736,0.02739,0.02726,0.02738
2023-02-26 14:00:00,0.02739,0.0277,0.02738,0.02755
2023-02-26 15:00:00,0.02755,0.02778,0.02752,0.02772
2023-02-26 16:00:00,0.02771,0.02777,0.02758,0.02759
2023-02-26 17:00:00,0.02759,0.02771,0.02753,0.02769
2023-02-26 18:00:00,0.02768,0.02804,0.02766,0.02795
2023-02-26 19:00:00,0.02796,0.0282,0.02785,0.02819
2023-02-26 20:00:00,0.02818,0.02867,0.0281,0.02855
2023-02-26 21:00:00,0.02853,0.02858,0.02818,0.02823
2023-02-26 22:00:00,0.02822,0.0283,0.02792,0.02807
2023-02-26 23:00:00,0.02806,0.02827,0.02803,0.02823
2023-02-27 00:00:00,0.02822,0.02851,0.02813,0.02837
2023-02-27 01:00:00,0.02837,0.02845,0.02821,0.02844
2023-02-27 02:00:00,0.02845,0.0286,0.02842,0.02858
2023-02-27 03:00:00,0.02859,0.0288,0.02837,0.02839
2023-02-27 04:00:00,0.02839,0.02845,0.02814,0.02816
2023-02-27 05:00:00,0.02816,0.02832,0.02805,0.02816
2023-02-27 06:00:00,0.02815,0.0282,0.02801,0.02819
2023-02-27 07:00:00,0.02819,0.0285,0.02817,0.02828
2023-02-27 08:00:00,0.02828,0.02857,0.02797,0.02802
2023-02-27 09:00:00,0.02802,0.02846,0.02783,0.02834
2023-02-27 10:00:00,0.02834,0.02835,0.02795,0.02802
2023-02-27 11:00:00,0.02802,0.02818,0.02802,0.02809
2023-02-27 12:00:00,0.02808,0.02813,0.02775,0.02779
2023-02-27 13:00:00,0.02779,0.02883,0.02777,0.02874
2023-02-27 14:00:00,0.02873,0.02903,0.02865,0.02886
2023-02-27 15:00:00,0.02886,0.0293,0.02862,0.02893
2023-02-27 16:00:00,0.02894,0.02894,0.02835,0.0286
2023-02-27 17:00:00,0.02861,0.02867,0.02835,0.02851
2023-02-27 18:00:00,0.0285,0.02853,0.0279,0.02819
2023-02-27 19:00:00,0.0282,0.02832,0.02795,0.02802
2023-02-27 20:00:00,0.02802,0.02802,0.02752,0.02772
2023-02-27 21:00:00,0.02774,0.02788,0.02756,0.02784
2023-02-27 22:00:00,0.02784,0.02814,0.02782,0.02808
2023-02-27 23:00:00,0.02808,0.02815,0.02799,0.02811
2023-02-28 00:00:00,0.02812,0.02818,0.02769,0.02782
2023-02-28 01:00:00,0.02783,0.02791,0.0277,0.02784
2023-02-28 02:00:00,0.02785,0.02787,0.02771,0.02778
2023-02-28 03:00:00,0.02778,0.02798,0.02778,0.02796
2023-02-28 04:00:00,0.02797,0.02799,0.02775,0.02783
2023-02-28 05:00:00,0.02782,0.02797,0.02774,0.02774
2023-02-28 06:00:00,0.02774,0.02785,0.02771,0.0278
2023-02-28 07:00:00,0.02779,0.02782,0.02731,0.02733
2023-02-28 08:00:00,0.02734,0.02741,0.02725,0.02737
