open_datetime,open,high,low,close
2023-02-26 09:00:00,12.938,12.997,12.938,12.985
2023-02-26 10:00:00,12.984,12.996,12.936,12.951
2023-02-26 11:00:00,12.954,12.976,12.927,12.972
2023-02-26 12:00:00,12.973,12.973,12.878,12.899
2023-02-26 13:00:00,12.894,12.907,12.829,12.904
2023-02-26 14:00:00,12.908,12.96,12.884,12.904
2023-02-26 15:00:00,12.903,12.94,12.893,12.932
2023-02-26 16:00:00,12.934,12.943,12.869,12.874
2023-02-26 17:00:00,12.878,12.897,12.82,12.893
2023-02-26 18:00:00,12.894,13.043,12.879,13.011
2023-02-26 19:00:00,13.015,13.057,12.95,13.032
2023-02-26 20:00:00,13.033,13.1,13.016,13.054
2023-02-26 21:00:00,13.055,13.077,13.009,13.011
2023-02-26 22:00:00,13.011,13.089,12.839,12.954
2023-02-26 23:00:00,12.954,13.0,12.925,12.961
2023-02-27 00:00:00,12.96,12.972,12.839,12.864
2023-02-27 01:00:00,12.864,12.923,12.806,12.922
2023-02-27 02:00:00,12.923,12.936,12.893,12.908
2023-02-27 03:00:00,12.91,12.943,12.857,12.858
2023-02-27 04:00:00,12.858,12.867,12.785,12.805
2023-02-27 05:00:00,12.806,12.826,12.728,12.739
2023-02-27 06:00:00,12.738,12.784,12.7,12.758
2023-02-27 07:00:00,12.758,12.793,12.74,12.743
2023-02-27 08:00:00,12.743,12.781,12.667,12.678
2023-02-27 09:00:00,12.68,12.737,12.651,12.728
2023-02-27 10:00:00,12.725,12.75,12.661,12.699
2023-02-27 11:00:00,12.697,12.807,12.696,12.807
2023-02-27 12:00:00,12.806,12.829,12.74,12.751
2023-02-27 13:00:00,12.751,12.979,12.737,12.949
2023-02-27 14:00:00,12.95,13.08,12.936,13.035
2023-02-27 15:00:00,13.035,13.1,12.909,12.936
2023-02-27 16:00:00,12.932,12.991,12.792,12.871
2023-02-27 17:00:00,12.865,12.869,12.761,12.792
2023-02-27 18:00:00,12.791,12.805,12.582,12.652
2023-02-27 19:00:00,12.653,12.728,12.637,12.712
2023-02-27 20:00:00,12.708,12.71,12.629,12.699
2023-02-27 21:00:00,12.702,12.736,12.655,12.723
2023-02-27 22:00:00,12.722,12.787,12.696,12.772
2023-02-27 23:00:00,12.77,12.8,12.747,12.786
2023-02-28 00:00:00,12.784,12.8,12.736,12.742
2023-02-28 01:00:00,12.746,12.794,12.709,12.749
2023-02-28 02:00:00,12.75,12.766,12.696,12.755
2023-02-28 03:00:00,12.756,12.8,12.756,12.787
2023-02-28 04:00:00,12.791,12.793,12.677,12.694
2023-02-28 05:00:00,12.689,12.738,12.674,12.698
2023-02-28 06:00:00,12.691,12.727,12.663,12.684
2023-02-28 07:00:00,12.682,12.689,12.493,12.499
2023-02-28 08:00:00,12.495,12.517,12.458,12.491
