open_datetime,open,high,low,close
2023-02-26 09:00:00,0.0811,0.08158,0.08106,0.08156
2023-02-26 10:00:00,0.08156,0.08156,0.08124,0.08128
2023-02-26 11:00:00,0.08127,0.0814,0.08105,0.0814
2023-02-26 12:00:00,0.0814,0.08141,0.08101,0.08113
2023-02-26 13:00:00,0.08113,0.08142,0.08101,0.0814
2023-02-26 14:00:00,0.0814,0.08161,0.08119,0.08136
2023-02-26 15:00:00,0.08137,0.08157,0.08132,0.08152
2023-02-26 16:00:00,0.08151,0.08154,0.08121,0.08128
2023-02-26 17:00:00,0.08129,0.08146,0.08103,0.08146
2023-02-26 18:00:00,0.08146,0.08218,0.0814,0.08209
2023-02-26 19:00:00,0.0821,0.08237,0.08178,0.08213
2023-02-26 20:00:00,0.08214,0.08264,0.08198,0.08224
2023-02-26 21:00:00,0.08225,0.08232,0.08198,0.08221
2023-02-26 22:00:00,0.08221,0.08222,0.08143,0.08194
2023-02-26 23:00:00,0.08195,0.08224,0.08187,0.08216
2023-02-27 00:00:00,0.08217,0.0822,0.08174,0.08184
2023-02-27 01:00:00,0.08183,0.08205,0.08161,0.08204
2023-02-27 02:00:00,0.08204,0.08225,0.08189,0.08198
2023-02-27 03:00:00,0.08198,0.0822,0.08187,0.08205
2023-02-27 04:00:00,0.08205,0.08208,0.08155,0.08167
2023-02-27 05:00:00,0.08166,0.08173,0.08121,0.08132
2023-02-27 06:00:00,0.08131,0.08146,0.08112,0.08131
2023-02-27 07:00:00,0.08131,0.0815,0.08113,0.08118
2023-02-27 08:00:00,0.08116,0.08138,0.08084,0.08091
2023-02-27 09:00:00,0.08091,0.08118,0.08073,0.08104
2023-02-27 10:00:00,0.08102,0.08117,0.08067,0.08083
2023-02-27 11:00:00,0.08083,0.08126,0.0808,0.08111
2023-02-27 12:00:00,0.08112,0.08118,0.08069,0.08081
2023-02-27 13:00:00,0.08082,0.08193,0.08077,0.08177
2023-02-27 14:00:00,0.08178,0.08206,0.08178,0.08194
2023-02-27 15:00:00,0.08195,0.08231,0.08116,0.08138
2023-02-27 16:00:00,0.08139,0.08154,0.08067,0.08101
2023-02-27 17:00:00,0.08101,0.08103,0.08051,0.08069
2023-02-27 18:00:00,0.08068,0.08077,0.07992,0.08033
2023-02-27 19:00:00,0.08034,0.08102,0.08026,0.08054
2023-02-27 20:00:00,0.08053,0.08067,0.08017,0.08064
2023-02-27 21:00:00,0.08065,0.08103,0.08064,0.081
2023-02-27 22:00:00,0.08098,0.08125,0.08088,0.08115
2023-02-27 23:00:00,0.08115,0.08139,0.08104,0.08136
2023-02-28 00:00:00,0.08136,0.08299,0.08126,0.08267
2023-02-28 01:00:00,0.08268,0.08277,0.08158,0.08182
2023-02-28 02:00:00,0.08182,0.08185,0.08154,0.08174
2023-02-28 03:00:00,0.08174,0.08219,0.0817,0.08217
2023-02-28 04:00:00,0.08218,0.08221,0.08175,0.08206
2023-02-28 05:00:00,0.08207,0.08294,0.082,0.08208
2023-02-28 06:00:00,0.08208,0.08249,0.08184,0.08204
2023-02-28 07:00:00,0.08203,0.08214,0.08111,0.08113
2023-02-28 08:00:00,0.08114,0.08128,0.08092,0.08116
